product,material,region,city,craft_process,platform,price,sales,rating,reviews
handbag,silk,karnataka,hyderabad,pottery shaping,meesho,2686,20,5.0,348
necklace,clay,karnataka,ahmedabad,handcrafted,meesho,986,19,4.9,486
scarf,stone,andhra pradesh,ahmedabad,pottery shaping,etsy,3383,201,4.7,48
necklace,silk,gujarat,kanchipuram,handcrafted,etsy,1248,61,3.6,15
vase,bamboo,west bengal,jaipur,traditional carving,etsy,1415,222,3.5,89
lamp,clay,odisha,varanasi,traditional carving,etsy,3077,189,3.9,44
statue,cotton,west bengal,hyderabad,hand-woven,meesho,2672,167,3.7,156
shawl,silk,odisha,hyderabad,hand-woven,amazon,3961,24,4.1,110
statue,brass,west bengal,puri,traditional carving,flipkart,3707,216,5.0,285
necklace,cotton,odisha,puri,traditional carving,flipkart,2841,168,4.0,271
necklace,wood,uttar pradesh,mysore,metal casting,etsy,324,167,4.7,300
wall hanging,bamboo,west bengal,ahmedabad,pottery shaping,flipkart,2742,48,3.9,210
statue,clay,tamil nadu,kanchipuram,handloom weaving,meesho,3057,103,3.9,114
necklace,silk,gujarat,kolkata,hand-woven,amazon,5734,232,3.8,478
scarf,clay,odisha,jaipur,pottery shaping,etsy,4237,113,3.8,80
saree,clay,west bengal,puri,pottery shaping,amazon,3032,61,4.2,31
scarf,clay,andhra pradesh,ahmedabad,handloom weaving,flipkart,4796,236,4.9,129
handbag,jute,tamil nadu,varanasi,block printing,etsy,7905,162,4.5,456
handbag,silk,gujarat,ahmedabad,handcrafted,etsy,7754,83,4.8,54
statue,silk,andhra pradesh,kolkata,hand-woven,amazon,3486,56,3.8,467
statue,bamboo,andhra pradesh,kanchipuram,loom weaving,flipkart,5564,97,4.6,67
wall hanging,wood,karnataka,kanchipuram,metal casting,etsy,6468,211,4.9,46
statue,clay,tamil nadu,kolkata,handcrafted,amazon,5069,146,4.9,262
bracelet,bamboo,tamil nadu,varanasi,metal casting,flipkart,5779,179,3.8,223
scarf,terracotta,tamil nadu,kanchipuram,handcrafted,flipkart,6798,108,3.5,29
wall hanging,clay,karnataka,kanchipuram,block printing,amazon,4955,125,4.0,495
wall hanging,stone,andhra pradesh,kanchipuram,handloom weaving,amazon,5963,179,4.5,191
statue,jute,odisha,hyderabad,pottery shaping,amazon,1447,21,4.3,10
shawl,bamboo,andhra pradesh,puri,hand-woven,flipkart,1684,65,4.4,419
necklace,clay,uttar pradesh,mysore,handloom weaving,flipkart,3893,52,4.3,296
wall hanging,stone,uttar pradesh,jaipur,block printing,meesho,5050,165,4.6,300
handbag,silk,west bengal,ahmedabad,traditional carving,etsy,2342,227,4.8,495
vase,terracotta,odisha,puri,block printing,meesho,5652,169,3.9,106
bracelet,wood,west bengal,varanasi,hand-woven,amazon,6973,43,3.7,35
wall hanging,stone,gujarat,kanchipuram,loom weaving,etsy,2736,142,4.4,412
handbag,silk,andhra pradesh,kolkata,handcrafted,meesho,4384,182,5.0,336
wall hanging,brass,west bengal,hyderabad,hand-woven,amazon,3750,57,4.8,379
statue,jute,west bengal,kolkata,loom weaving,flipkart,7648,130,4.8,489
saree,wood,andhra pradesh,hyderabad,handloom weaving,amazon,6542,121,3.9,27
lamp,brass,tamil nadu,kolkata,block printing,meesho,1746,78,5.0,470
bracelet,bamboo,andhra pradesh,kolkata,metal casting,amazon,1124,147,3.7,489
necklace,bamboo,karnataka,jaipur,loom weaving,flipkart,1546,210,3.8,433
scarf,silk,tamil nadu,kanchipuram,block printing,etsy,1651,210,3.5,238
handbag,jute,karnataka,puri,metal casting,etsy,1563,240,4.4,464
lamp,clay,andhra pradesh,jaipur,handcrafted,amazon,5051,48,4.6,19
shawl,wood,gujarat,mysore,handloom weaving,flipkart,7953,202,3.7,220
wall hanging,clay,west bengal,mysore,traditional carving,amazon,7343,68,4.5,358
statue,wood,west bengal,hyderabad,pottery shaping,etsy,1585,210,3.5,365
wall hanging,terracotta,andhra pradesh,ahmedabad,hand-woven,amazon,813,75,3.5,122
saree,clay,karnataka,kolkata,hand-woven,amazon,6503,112,4.1,41
scarf,jute,gujarat,puri,pottery shaping,etsy,7153,59,4.9,96
lamp,stone,gujarat,jaipur,metal casting,flipkart,4834,219,4.6,265
scarf,silk,gujarat,kanchipuram,hand-woven,amazon,7873,170,4.3,292
shawl,terracotta,gujarat,puri,pottery shaping,flipkart,7572,158,3.8,283
shawl,bamboo,andhra pradesh,mysore,handloom weaving,etsy,4337,229,3.8,257
bracelet,wood,odisha,mysore,loom weaving,amazon,2694,60,4.8,321
handbag,stone,west bengal,hyderabad,metal casting,amazon,7383,93,4.9,47
wall hanging,brass,karnataka,puri,metal casting,flipkart,6405,161,3.7,360
vase,cotton,andhra pradesh,hyderabad,block printing,flipkart,2974,185,4.5,181
bracelet,brass,rajasthan,puri,hand-woven,meesho,1795,203,3.7,100
saree,wood,west bengal,hyderabad,handcrafted,amazon,3460,101,4.6,402
bracelet,brass,andhra pradesh,puri,hand-woven,meesho,4896,164,3.6,199
handbag,bamboo,karnataka,ahmedabad,loom weaving,meesho,7476,181,3.7,137
wall hanging,wood,gujarat,varanasi,metal casting,amazon,2894,23,4.0,159
shawl,bamboo,rajasthan,varanasi,handloom weaving,etsy,2754,131,4.3,302
necklace,bamboo,odisha,hyderabad,block printing,amazon,2217,196,4.0,120
lamp,terracotta,tamil nadu,hyderabad,handloom weaving,meesho,1410,238,3.8,87
necklace,stone,tamil nadu,hyderabad,metal casting,etsy,1626,42,4.3,454
scarf,brass,tamil nadu,hyderabad,block printing,amazon,4430,167,4.6,135
shawl,clay,karnataka,kolkata,block printing,flipkart,3928,12,4.5,372
bracelet,cotton,gujarat,kolkata,traditional carving,etsy,4423,216,4.0,354
scarf,cotton,tamil nadu,varanasi,metal casting,etsy,1705,82,3.6,358
lamp,wood,uttar pradesh,kanchipuram,handcrafted,meesho,4112,217,4.5,17
statue,brass,odisha,jaipur,handcrafted,meesho,248,136,4.0,393
vase,clay,rajasthan,hyderabad,handcrafted,etsy,1644,174,4.0,188
wall hanging,bamboo,karnataka,kanchipuram,traditional carving,meesho,7960,91,4.8,268
shawl,stone,gujarat,hyderabad,handloom weaving,etsy,7919,146,4.9,338
statue,bamboo,odisha,kanchipuram,handcrafted,flipkart,3588,21,5.0,307
bracelet,bamboo,karnataka,mysore,loom weaving,flipkart,6655,201,3.9,360
saree,brass,andhra pradesh,varanasi,handloom weaving,flipkart,2382,139,3.7,334
handbag,brass,uttar pradesh,mysore,hand-woven,etsy,2474,249,4.2,83
saree,clay,karnataka,kolkata,metal casting,flipkart,1494,77,4.5,444
saree,brass,gujarat,jaipur,pottery shaping,meesho,6872,245,3.6,359
saree,brass,odisha,kanchipuram,handloom weaving,amazon,6750,25,3.9,260
scarf,bamboo,uttar pradesh,jaipur,metal casting,amazon,7161,11,4.8,78
saree,terracotta,tamil nadu,jaipur,handloom weaving,flipkart,3841,72,4.1,214
saree,brass,rajasthan,puri,metal casting,meesho,6881,155,4.5,126
necklace,wood,gujarat,ahmedabad,loom weaving,meesho,4208,138,3.8,279
wall hanging,terracotta,odisha,hyderabad,block printing,flipkart,2340,244,4.7,140
shawl,stone,tamil nadu,jaipur,pottery shaping,flipkart,7452,74,4.2,384
statue,terracotta,tamil nadu,jaipur,pottery shaping,etsy,7980,21,4.6,285
vase,brass,tamil nadu,ahmedabad,metal casting,etsy,3985,182,4.0,148
statue,stone,uttar pradesh,ahmedabad,hand-woven,etsy,746,197,3.8,439
saree,silk,tamil nadu,mysore,handcrafted,amazon,7946,133,4.4,472
shawl,cotton,odisha,mysore,loom weaving,amazon,1915,143,4.8,253
shawl,brass,tamil nadu,jaipur,handcrafted,amazon,3392,153,4.1,312
lamp,terracotta,andhra pradesh,varanasi,hand-woven,meesho,5560,189,4.6,313
scarf,clay,uttar pradesh,jaipur,block printing,etsy,3744,120,4.7,321
vase,jute,andhra pradesh,jaipur,traditional carving,meesho,685,133,4.8,415
lamp,wood,west bengal,varanasi,traditional carving,meesho,1243,25,3.8,231
handbag,wood,gujarat,mysore,traditional carving,amazon,7289,101,3.8,224
necklace,cotton,tamil nadu,jaipur,handcrafted,meesho,5899,174,3.8,344
bracelet,brass,tamil nadu,varanasi,handloom weaving,etsy,7933,146,3.6,185
shawl,bamboo,west bengal,mysore,handcrafted,etsy,6147,27,4.8,268
shawl,cotton,uttar pradesh,hyderabad,handcrafted,flipkart,2733,145,4.8,420
necklace,silk,rajasthan,kolkata,handloom weaving,amazon,2195,168,4.6,96
lamp,terracotta,gujarat,ahmedabad,hand-woven,meesho,5134,42,3.9,87
lamp,wood,west bengal,jaipur,handloom weaving,etsy,6771,14,4.3,88
necklace,stone,tamil nadu,kolkata,handloom weaving,etsy,5747,238,3.7,16
saree,jute,tamil nadu,jaipur,handcrafted,flipkart,5794,226,4.3,10
bracelet,silk,gujarat,hyderabad,loom weaving,amazon,203,36,5.0,159
vase,terracotta,andhra pradesh,hyderabad,pottery shaping,meesho,6792,55,4.6,270
bracelet,wood,uttar pradesh,kolkata,loom weaving,amazon,2723,70,3.6,263
wall hanging,terracotta,odisha,varanasi,metal casting,amazon,5282,198,5.0,198
bracelet,stone,gujarat,ahmedabad,handloom weaving,flipkart,6208,13,4.3,225
saree,jute,tamil nadu,mysore,handloom weaving,flipkart,1977,66,4.9,93
bracelet,wood,andhra pradesh,ahmedabad,metal casting,meesho,3924,234,4.7,26
saree,brass,rajasthan,varanasi,metal casting,meesho,3133,16,4.8,54
wall hanging,clay,rajasthan,ahmedabad,block printing,flipkart,4450,22,4.5,62
shawl,clay,rajasthan,jaipur,pottery shaping,flipkart,7451,154,4.3,286
scarf,jute,andhra pradesh,mysore,loom weaving,etsy,5009,174,3.6,413
bracelet,cotton,tamil nadu,puri,handcrafted,flipkart,3768,117,4.8,133
wall hanging,brass,gujarat,puri,block printing,etsy,551,68,4.8,426
bracelet,brass,tamil nadu,jaipur,loom weaving,amazon,6708,198,4.9,219
handbag,wood,gujarat,ahmedabad,loom weaving,amazon,4202,71,4.5,197
scarf,jute,karnataka,hyderabad,loom weaving,flipkart,7485,39,4.9,69
vase,silk,tamil nadu,kanchipuram,handloom weaving,flipkart,4368,130,4.4,120
saree,brass,andhra pradesh,ahmedabad,handloom weaving,etsy,4139,218,5.0,330
saree,bamboo,uttar pradesh,jaipur,handloom weaving,amazon,3633,68,3.9,324
bracelet,brass,andhra pradesh,ahmedabad,block printing,meesho,2715,74,4.3,184
scarf,wood,uttar pradesh,mysore,block printing,etsy,5003,184,4.7,209
wall hanging,brass,odisha,hyderabad,handloom weaving,flipkart,6792,115,4.1,291
saree,cotton,tamil nadu,kanchipuram,hand-woven,amazon,7197,189,4.0,251
vase,brass,tamil nadu,ahmedabad,metal casting,flipkart,4747,108,4.4,208
shawl,brass,odisha,mysore,traditional carving,amazon,1919,84,4.3,15
lamp,silk,karnataka,kanchipuram,handloom weaving,etsy,1926,177,3.8,387
wall hanging,jute,uttar pradesh,kanchipuram,pottery shaping,etsy,1652,177,4.5,297
statue,terracotta,gujarat,varanasi,pottery shaping,etsy,5554,125,4.6,382
bracelet,bamboo,tamil nadu,jaipur,hand-woven,etsy,4423,32,3.7,493
wall hanging,bamboo,west bengal,varanasi,metal casting,amazon,1359,89,4.9,321
necklace,clay,gujarat,mysore,traditional carving,etsy,5992,12,3.8,69
saree,clay,andhra pradesh,hyderabad,traditional carving,amazon,3432,32,4.7,182
lamp,silk,uttar pradesh,varanasi,loom weaving,etsy,7368,249,4.8,211
shawl,jute,odisha,mysore,traditional carving,flipkart,6648,69,4.1,72
handbag,wood,gujarat,kolkata,metal casting,etsy,4667,20,4.7,148
scarf,silk,gujarat,jaipur,pottery shaping,amazon,4427,210,3.5,299
bracelet,bamboo,west bengal,kolkata,block printing,amazon,1937,25,3.8,247
statue,bamboo,rajasthan,puri,pottery shaping,amazon,586,105,4.8,465
scarf,stone,andhra pradesh,jaipur,traditional carving,amazon,6234,20,3.7,355
lamp,bamboo,andhra pradesh,mysore,traditional carving,amazon,4202,56,4.7,353
shawl,jute,andhra pradesh,hyderabad,metal casting,flipkart,2999,177,5.0,159
handbag,clay,rajasthan,varanasi,pottery shaping,amazon,4814,75,4.9,321
statue,jute,andhra pradesh,varanasi,loom weaving,flipkart,2937,23,4.9,182
bracelet,bamboo,uttar pradesh,mysore,pottery shaping,etsy,7056,186,4.9,274
vase,cotton,odisha,kanchipuram,loom weaving,flipkart,2426,70,4.8,446
wall hanging,silk,west bengal,ahmedabad,handcrafted,etsy,695,105,3.9,48
handbag,jute,tamil nadu,hyderabad,metal casting,meesho,7445,207,4.5,224
scarf,terracotta,andhra pradesh,hyderabad,hand-woven,amazon,7160,230,3.6,260
lamp,cotton,karnataka,jaipur,handloom weaving,etsy,5953,52,3.5,205
necklace,cotton,tamil nadu,kanchipuram,hand-woven,meesho,2650,206,3.6,319
lamp,terracotta,west bengal,hyderabad,loom weaving,amazon,1163,143,4.2,463
handbag,clay,uttar pradesh,puri,loom weaving,etsy,6064,185,4.0,62
scarf,terracotta,rajasthan,kanchipuram,handcrafted,etsy,4813,138,5.0,117
handbag,jute,odisha,kanchipuram,metal casting,amazon,7994,17,4.7,281
saree,wood,odisha,kolkata,traditional carving,flipkart,2750,225,4.3,178
bracelet,wood,uttar pradesh,varanasi,block printing,amazon,2694,41,4.6,464
bracelet,silk,karnataka,kolkata,handcrafted,flipkart,7539,36,4.4,157
wall hanging,clay,gujarat,kanchipuram,handcrafted,meesho,7504,47,4.0,120
statue,bamboo,uttar pradesh,mysore,loom weaving,meesho,1568,159,4.5,270
wall hanging,terracotta,uttar pradesh,varanasi,handloom weaving,flipkart,5961,176,4.1,340
handbag,stone,tamil nadu,ahmedabad,hand-woven,etsy,6648,46,3.8,58
saree,cotton,tamil nadu,puri,hand-woven,etsy,3120,18,4.6,245
shawl,clay,andhra pradesh,jaipur,traditional carving,etsy,4429,58,4.4,197
wall hanging,terracotta,west bengal,ahmedabad,block printing,meesho,5059,134,4.9,432
lamp,wood,odisha,kanchipuram,hand-woven,flipkart,2461,81,3.7,317
lamp,silk,rajasthan,mysore,pottery shaping,flipkart,2141,43,3.6,272
scarf,clay,tamil nadu,varanasi,handloom weaving,amazon,697,56,4.9,197
vase,brass,karnataka,kanchipuram,loom weaving,etsy,1308,240,4.3,117
scarf,cotton,gujarat,kolkata,handcrafted,amazon,3932,215,4.4,476
shawl,stone,karnataka,kolkata,block printing,etsy,5741,220,3.9,443
wall hanging,clay,gujarat,ahmedabad,handcrafted,flipkart,7406,176,4.9,449
lamp,brass,andhra pradesh,hyderabad,block printing,etsy,5129,117,3.8,156
vase,cotton,rajasthan,ahmedabad,handcrafted,meesho,5148,207,3.5,384
saree,bamboo,gujarat,varanasi,handloom weaving,flipkart,839,127,3.6,366
scarf,stone,odisha,ahmedabad,block printing,meesho,7513,151,4.8,434
vase,brass,gujarat,kolkata,metal casting,flipkart,1407,21,4.7,347
necklace,terracotta,uttar pradesh,ahmedabad,metal casting,meesho,3760,230,4.0,387
bracelet,cotton,karnataka,hyderabad,pottery shaping,etsy,1252,181,4.4,140
vase,jute,odisha,varanasi,metal casting,flipkart,1715,184,4.2,336
lamp,jute,karnataka,jaipur,handcrafted,etsy,835,136,4.6,303
necklace,stone,andhra pradesh,varanasi,pottery shaping,meesho,1099,74,3.5,294
vase,terracotta,karnataka,mysore,handloom weaving,etsy,3874,178,4.8,350
handbag,wood,gujarat,kanchipuram,loom weaving,amazon,4141,209,4.1,345
shawl,clay,karnataka,kolkata,block printing,amazon,218,119,4.9,451
vase,bamboo,tamil nadu,mysore,hand-woven,etsy,6066,102,4.7,270
scarf,silk,uttar pradesh,hyderabad,traditional carving,meesho,3753,22,4.5,248
statue,wood,gujarat,hyderabad,block printing,etsy,593,191,3.5,8
wall hanging,silk,andhra pradesh,ahmedabad,handcrafted,meesho,1784,152,3.8,309
vase,clay,tamil nadu,varanasi,loom weaving,flipkart,2799,203,3.8,332
vase,brass,rajasthan,kanchipuram,pottery shaping,etsy,6245,176,4.8,438
saree,silk,andhra pradesh,kanchipuram,hand-woven,meesho,3103,98,4.5,194
scarf,cotton,karnataka,puri,metal casting,flipkart,1690,244,3.7,62
shawl,stone,gujarat,kolkata,loom weaving,etsy,1720,85,5.0,184
saree,bamboo,odisha,ahmedabad,hand-woven,flipkart,2206,139,4.1,52
necklace,stone,karnataka,varanasi,hand-woven,flipkart,1429,26,3.9,324
wall hanging,silk,andhra pradesh,kanchipuram,metal casting,flipkart,6316,137,4.2,365
shawl,stone,west bengal,kolkata,handloom weaving,etsy,6442,135,4.4,242
statue,bamboo,uttar pradesh,hyderabad,loom weaving,etsy,2289,12,3.9,206
bracelet,cotton,tamil nadu,mysore,hand-woven,meesho,7753,66,4.9,325
lamp,bamboo,karnataka,kolkata,metal casting,etsy,3160,145,4.4,67
scarf,brass,west bengal,kolkata,handloom weaving,meesho,410,192,4.0,60
necklace,jute,uttar pradesh,ahmedabad,metal casting,flipkart,6022,123,4.0,120
statue,jute,andhra pradesh,kanchipuram,pottery shaping,meesho,6485,227,4.6,32
scarf,brass,uttar pradesh,jaipur,handcrafted,etsy,4090,50,4.2,242
wall hanging,cotton,west bengal,ahmedabad,metal casting,meesho,4327,62,3.8,39
vase,wood,andhra pradesh,puri,loom weaving,flipkart,3235,178,4.0,455
shawl,jute,tamil nadu,puri,handcrafted,flipkart,765,176,4.1,229
saree,clay,tamil nadu,kanchipuram,metal casting,amazon,3832,88,4.2,363
shawl,wood,odisha,mysore,hand-woven,flipkart,2551,134,3.5,270
lamp,stone,uttar pradesh,mysore,metal casting,meesho,6673,162,4.1,182
statue,silk,west bengal,hyderabad,metal casting,amazon,3719,95,4.7,103
handbag,silk,west bengal,varanasi,metal casting,etsy,4533,145,3.6,346
saree,terracotta,rajasthan,hyderabad,metal casting,meesho,6999,123,4.0,53
statue,bamboo,rajasthan,varanasi,pottery shaping,amazon,1984,106,3.6,23
statue,terracotta,karnataka,hyderabad,block printing,etsy,5473,48,4.6,352
bracelet,clay,gujarat,mysore,block printing,flipkart,3495,57,4.5,459
scarf,terracotta,odisha,kolkata,metal casting,amazon,5357,157,4.3,261
wall hanging,wood,uttar pradesh,hyderabad,block printing,amazon,5661,174,4.6,55
statue,silk,gujarat,puri,pottery shaping,amazon,4032,110,4.5,61
shawl,stone,tamil nadu,kanchipuram,handcrafted,meesho,5462,125,3.7,340
vase,cotton,odisha,kolkata,block printing,meesho,6372,51,4.3,454
handbag,jute,rajasthan,puri,traditional carving,etsy,6930,213,4.1,128
wall hanging,terracotta,rajasthan,puri,handloom weaving,etsy,4468,155,4.4,41
lamp,bamboo,tamil nadu,kanchipuram,pottery shaping,amazon,7045,129,4.4,120
handbag,stone,west bengal,mysore,loom weaving,flipkart,3073,244,5.0,47
bracelet,wood,uttar pradesh,kolkata,metal casting,meesho,795,241,3.7,448
wall hanging,bamboo,uttar pradesh,kolkata,handloom weaving,flipkart,7417,38,3.6,246
necklace,wood,rajasthan,kolkata,traditional carving,etsy,7424,177,3.7,397
bracelet,clay,uttar pradesh,hyderabad,hand-woven,amazon,3535,220,3.6,178
scarf,silk,gujarat,kolkata,pottery shaping,amazon,7925,160,4.7,114
lamp,jute,gujarat,varanasi,metal casting,amazon,311,74,3.5,72
saree,cotton,rajasthan,kolkata,metal casting,flipkart,2083,109,3.7,111
bracelet,wood,tamil nadu,kolkata,metal casting,meesho,6913,128,4.1,36
scarf,cotton,rajasthan,puri,metal casting,flipkart,3400,88,4.3,278
vase,cotton,west bengal,kolkata,handcrafted,flipkart,3920,189,3.8,322
wall hanging,silk,west bengal,mysore,pottery shaping,flipkart,2931,107,3.5,496
scarf,clay,rajasthan,kolkata,traditional carving,meesho,7907,160,4.6,47
bracelet,brass,odisha,hyderabad,pottery shaping,meesho,7381,206,4.7,432
lamp,brass,andhra pradesh,varanasi,loom weaving,flipkart,5154,226,4.8,39
vase,clay,rajasthan,varanasi,handcrafted,meesho,7898,112,3.9,396
handbag,terracotta,gujarat,mysore,hand-woven,flipkart,1242,229,4.9,207
handbag,wood,tamil nadu,jaipur,block printing,flipkart,927,218,4.4,361
lamp,bamboo,karnataka,kolkata,block printing,flipkart,5270,194,3.8,263
handbag,cotton,gujarat,varanasi,traditional carving,flipkart,1596,33,3.6,360
lamp,clay,karnataka,ahmedabad,handcrafted,etsy,3391,206,3.8,189
vase,wood,west bengal,jaipur,traditional carving,amazon,3890,42,4.7,347
statue,brass,andhra pradesh,kolkata,traditional carving,meesho,1031,188,3.9,470
scarf,silk,tamil nadu,puri,block printing,amazon,2694,15,4.9,126
lamp,stone,west bengal,jaipur,traditional carving,etsy,7273,140,3.8,415
saree,silk,west bengal,jaipur,block printing,etsy,3780,48,4.7,478
saree,terracotta,gujarat,kolkata,hand-woven,amazon,6665,128,4.4,26
saree,brass,gujarat,ahmedabad,handloom weaving,etsy,951,85,4.6,281
vase,wood,west bengal,puri,pottery shaping,meesho,738,243,3.7,29
necklace,bamboo,uttar pradesh,kanchipuram,loom weaving,meesho,5960,24,3.7,199
saree,cotton,tamil nadu,jaipur,handcrafted,amazon,907,226,4.4,47
scarf,brass,tamil nadu,puri,metal casting,flipkart,2366,128,4.7,418
vase,terracotta,rajasthan,kanchipuram,traditional carving,etsy,7436,199,3.8,445
statue,stone,rajasthan,jaipur,pottery shaping,flipkart,1767,84,3.7,380
necklace,silk,karnataka,varanasi,handloom weaving,flipkart,5927,229,3.9,100
scarf,terracotta,west bengal,kanchipuram,block printing,amazon,331,75,3.8,337
wall hanging,brass,west bengal,varanasi,loom weaving,flipkart,312,198,4.2,345
shawl,silk,west bengal,kanchipuram,pottery shaping,etsy,450,15,5.0,380
necklace,wood,tamil nadu,kolkata,handloom weaving,flipkart,2579,78,4.1,71
shawl,clay,andhra pradesh,hyderabad,handcrafted,etsy,452,145,4.7,71
shawl,brass,gujarat,varanasi,block printing,amazon,1598,208,4.4,165
vase,stone,odisha,jaipur,traditional carving,etsy,5689,223,4.8,349
necklace,silk,karnataka,kolkata,block printing,meesho,1469,155,4.6,427
bracelet,brass,uttar pradesh,kolkata,handcrafted,amazon,3009,217,4.6,400
lamp,silk,gujarat,jaipur,metal casting,amazon,3432,193,4.7,305
handbag,brass,rajasthan,hyderabad,traditional carving,meesho,4148,81,4.7,223
statue,silk,odisha,kanchipuram,block printing,flipkart,990,210,4.0,165
statue,bamboo,rajasthan,jaipur,handcrafted,amazon,6734,38,4.7,172
shawl,clay,gujarat,mysore,traditional carving,flipkart,5098,245,4.1,437
handbag,stone,west bengal,hyderabad,handcrafted,etsy,4678,144,4.2,149
